Time: 2025-02-18 00:47:51 | daxkqueue sold 263 LEATHER from spawner for 2209$ (Currency: VAULT)
Time: 2025-02-18 02:17:53 | daxkqueue sold 7 POPPY from spawner for 1$ (Currency: VAULT)
Time: 2025-02-18 02:19:15 | daxkqueue sold 11 IRON_INGOT from spawner for 66$ (Currency: VAULT)
Time: 2025-02-18 02:19:15 | daxkqueue sold 4 POPPY from spawner for 1$ (Currency: VAULT)
Time: 2025-02-18 02:20:52 | daxkqueue sold 8015 IRON_INGOT from spawner for 48K$ (Currency: VAULT)
Time: 2025-02-18 02:20:52 | daxkqueue sold 2041 POPPY from spawner for 510$ (Currency: VAULT)
Time: 2025-02-18 02:42:07 | daxkqueue sold 6 ARROW from spawner for 4$ (Currency: VAULT)
Time: 2025-02-18 02:42:07 | daxkqueue sold 7 BONE from spawner for 10$ (Currency: VAULT)
Time: 2025-02-23 23:25:59 | daxkqueue sold 26 IRON_INGOT from spawner for 156$ (Currency: VAULT)
Time: 2025-02-23 23:25:59 | daxkqueue sold 4 POPPY from spawner for 1$ (Currency: VAULT)
Time: 2025-02-23 23:26:04 | daxkqueue sold 17 IRON_INGOT from spawner for 102$ (Currency: VAULT)
Time: 2025-02-23 23:26:04 | daxkqueue sold 5 POPPY from spawner for 1$ (Currency: VAULT)
Time: 2025-02-23 23:26:30 | daxkqueue sold 57 IRON_INGOT from spawner for 342$ (Currency: VAULT)
Time: 2025-02-23 23:26:30 | daxkqueue sold 15 POPPY from spawner for 3$ (Currency: VAULT)
Time: 2025-02-23 23:26:33 | daxkqueue sold 11 GUNPOWDER from spawner for 55$ (Currency: VAULT)
Time: 2025-02-23 23:26:39 | daxkqueue sold 10 BLAZE_ROD from spawner for 100$ (Currency: VAULT)
Time: 2025-02-23 23:26:42 | daxkqueue sold 11 BONE from spawner for 16$ (Currency: VAULT)
Time: 2025-02-23 23:26:42 | daxkqueue sold 15 ARROW from spawner for 11$ (Currency: VAULT)
Time: 2025-02-23 23:26:58 | daxkqueue sold 11 SPIDER_EYE from spawner for 16$ (Currency: VAULT)
Time: 2025-02-23 23:26:58 | daxkqueue sold 20 STRING from spawner for 7$ (Currency: VAULT)
Time: 2025-02-23 23:27:01 | daxkqueue sold 25 ROTTEN_FLESH from spawner for 75$ (Currency: VAULT)
Time: 2025-02-23 23:27:05 | daxkqueue sold 20 BEEF from spawner for 5$ (Currency: VAULT)
Time: 2025-02-23 23:27:05 | daxkqueue sold 7 LEATHER from spawner for 5$ (Currency: VAULT)
Time: 2025-02-23 23:27:13 | daxkqueue sold 30 IRON_INGOT from spawner for 180$ (Currency: VAULT)
Time: 2025-02-23 23:27:13 | daxkqueue sold 6 POPPY from spawner for 1$ (Currency: VAULT)
Time: 2025-02-23 23:27:18 | daxkqueue sold 17 IRON_INGOT from spawner for 102$ (Currency: VAULT)
Time: 2025-02-23 23:27:18 | daxkqueue sold 5 POPPY from spawner for 1$ (Currency: VAULT)
Time: 2025-02-23 23:36:33 | daxkqueue sold 82 IRON_INGOT from spawner for 492$ (Currency: VAULT)
Time: 2025-02-23 23:36:33 | daxkqueue sold 14 POPPY from spawner for 3$ (Currency: VAULT)
Time: 2025-02-23 23:36:35 | daxkqueue sold 14 GUNPOWDER from spawner for 70$ (Currency: VAULT)
Time: 2025-02-23 23:36:37 | daxkqueue sold 9 BLAZE_ROD from spawner for 90$ (Currency: VAULT)
Time: 2025-02-23 23:36:40 | daxkqueue sold 18 BONE from spawner for 27$ (Currency: VAULT)
Time: 2025-02-23 23:36:40 | daxkqueue sold 21 ARROW from spawner for 15$ (Currency: VAULT)
Time: 2025-02-23 23:36:42 | daxkqueue sold 5 SPIDER_EYE from spawner for 7$ (Currency: VAULT)
Time: 2025-02-23 23:36:42 | daxkqueue sold 17 STRING from spawner for 5$ (Currency: VAULT)
Time: 2025-02-23 23:36:44 | daxkqueue sold 29 ROTTEN_FLESH from spawner for 87$ (Currency: VAULT)
Time: 2025-02-23 23:36:46 | daxkqueue sold 40 BEEF from spawner for 10$ (Currency: VAULT)
Time: 2025-02-23 23:36:46 | daxkqueue sold 17 LEATHER from spawner for 12$ (Currency: VAULT)
Time: 2025-02-28 16:30:47 | daxkqueue sold 17 ROTTEN_FLESH from spawner for 51$ (Currency: VAULT)
Time: 2025-02-28 16:35:19 | BravePLN23 sold 26 ROTTEN_FLESH from spawner for 78$ (Currency: VAULT)
Time: 2025-02-28 16:44:30 | BravePLN23 sold 17 ROTTEN_FLESH from spawner for 51$ (Currency: VAULT)
Time: 2025-02-28 16:45:02 | daxkqueue sold 36 ARROW from spawner for 27$ (Currency: VAULT)
Time: 2025-02-28 16:52:10 | daxkqueue sold 47 ROTTEN_FLESH from spawner for 141$ (Currency: VAULT)
Time: 2025-02-28 16:52:23 | BravePLN23 sold 3 ROTTEN_FLESH from spawner for 9$ (Currency: VAULT)
Time: 2025-02-28 17:04:11 | daxkqueue sold 34 BONE from spawner for 51$ (Currency: VAULT)
Time: 2025-02-28 17:04:11 | daxkqueue sold 49 ARROW from spawner for 36$ (Currency: VAULT)
Time: 2025-02-28 17:06:42 | BravePLN23 sold 2 CARROT from spawner for 2$ (Currency: VAULT)
Time: 2025-02-28 17:06:42 | BravePLN23 sold 62 ROTTEN_FLESH from spawner for 186$ (Currency: VAULT)
Time: 2025-02-28 17:08:23 | BravePLN23 sold 8 ROTTEN_FLESH from spawner for 24$ (Currency: VAULT)
Time: 2025-02-28 17:15:45 | daxkqueue sold 10 POPPY from spawner for 2$ (Currency: VAULT)
Time: 2025-02-28 17:15:45 | daxkqueue sold 59 IRON_INGOT from spawner for 354$ (Currency: VAULT)
Time: 2025-02-28 17:16:22 | daxkqueue sold 2 POPPY from spawner for 0$ (Currency: VAULT)
Time: 2025-02-28 17:16:22 | daxkqueue sold 3 IRON_INGOT from spawner for 18$ (Currency: VAULT)
Time: 2025-02-28 17:24:45 | daxkqueue sold 24 POPPY from spawner for 6$ (Currency: VAULT)
Time: 2025-02-28 17:24:45 | daxkqueue sold 76 IRON_INGOT from spawner for 456$ (Currency: VAULT)
Time: 2025-02-28 17:25:05 | BravePLN23 sold 1 CARROT from spawner for 1$ (Currency: VAULT)
Time: 2025-02-28 17:25:05 | BravePLN23 sold 43 ROTTEN_FLESH from spawner for 129$ (Currency: VAULT)
Time: 2025-02-28 17:25:18 | daxkqueue sold 15 POPPY from spawner for 3$ (Currency: VAULT)
Time: 2025-02-28 17:25:18 | daxkqueue sold 52 IRON_INGOT from spawner for 312$ (Currency: VAULT)
Time: 2025-02-28 20:25:18 | daxkqueue sold 68 IRON_INGOT from spawner for 408$ (Currency: VAULT)
Time: 2025-02-28 20:25:18 | daxkqueue sold 27 POPPY from spawner for 6$ (Currency: VAULT)
Time: 2025-02-28 20:25:50 | daxkqueue sold 31 IRON_INGOT from spawner for 186$ (Currency: VAULT)
Time: 2025-02-28 20:25:50 | daxkqueue sold 7 POPPY from spawner for 1$ (Currency: VAULT)
Time: 2025-02-28 20:28:52 | daxkqueue sold 196 IRON_INGOT from spawner for 1176$ (Currency: VAULT)
Time: 2025-02-28 20:28:52 | daxkqueue sold 51 POPPY from spawner for 12$ (Currency: VAULT)
Time: 2025-02-28 20:31:46 | daxkqueue sold 175 IRON_INGOT from spawner for 1050$ (Currency: VAULT)
Time: 2025-02-28 20:31:46 | daxkqueue sold 40 POPPY from spawner for 10$ (Currency: VAULT)
Time: 2025-02-28 20:39:38 | BravePLN23 sold 190 ROTTEN_FLESH from spawner for 570$ (Currency: VAULT)
Time: 2025-02-28 20:39:38 | BravePLN23 sold 3 POTATO from spawner for 3$ (Currency: VAULT)
Time: 2025-02-28 20:39:38 | BravePLN23 sold 1 CARROT from spawner for 1$ (Currency: VAULT)
Time: 2025-02-28 20:39:38 | BravePLN23 sold 2 IRON_INGOT from spawner for 12$ (Currency: VAULT)
Time: 2025-02-28 20:45:31 | BravePLN23 sold 19 BONE from spawner for 28$ (Currency: VAULT)
Time: 2025-02-28 20:45:31 | BravePLN23 sold 15 ARROW from spawner for 11$ (Currency: VAULT)
Time: 2025-02-28 20:45:55 | BravePLN23 sold 1 IRON_INGOT from spawner for 6$ (Currency: VAULT)
Time: 2025-02-28 20:45:55 | BravePLN23 sold 52 ROTTEN_FLESH from spawner for 156$ (Currency: VAULT)
Time: 2025-02-28 20:53:23 | daxkqueue sold 734 IRON_INGOT from spawner for 4404$ (Currency: VAULT)
Time: 2025-02-28 20:53:23 | daxkqueue sold 195 POPPY from spawner for 48$ (Currency: VAULT)
Time: 2025-02-28 20:53:57 | daxkqueue sold 24 IRON_INGOT from spawner for 144$ (Currency: VAULT)
Time: 2025-02-28 20:53:57 | daxkqueue sold 5 POPPY from spawner for 1$ (Currency: VAULT)
Time: 2025-02-28 20:56:19 | BravePLN23 sold 98 IRON_INGOT from spawner for 588$ (Currency: VAULT)
Time: 2025-02-28 20:56:19 | BravePLN23 sold 31 POPPY from spawner for 7$ (Currency: VAULT)
Time: 2025-02-28 21:00:27 | BravePLN23 sold 44 ARROW from spawner for 33$ (Currency: VAULT)
Time: 2025-02-28 21:00:27 | BravePLN23 sold 37 BONE from spawner for 55$ (Currency: VAULT)
Time: 2025-02-28 21:02:51 | daxkqueue sold 486 IRON_INGOT from spawner for 2916$ (Currency: VAULT)
Time: 2025-02-28 21:02:51 | daxkqueue sold 112 POPPY from spawner for 28$ (Currency: VAULT)
Time: 2025-02-28 21:03:35 | daxkqueue sold 95 IRON_INGOT from spawner for 570$ (Currency: VAULT)
Time: 2025-02-28 21:03:35 | daxkqueue sold 30 POPPY from spawner for 7$ (Currency: VAULT)
Time: 2025-02-28 21:05:59 | daxkqueue sold 118 IRON_INGOT from spawner for 708$ (Currency: VAULT)
Time: 2025-02-28 21:05:59 | daxkqueue sold 31 POPPY from spawner for 7$ (Currency: VAULT)
Time: 2025-02-28 21:14:32 | daxkqueue sold 554 IRON_INGOT from spawner for 3324$ (Currency: VAULT)
Time: 2025-02-28 21:14:32 | daxkqueue sold 205 POPPY from spawner for 51$ (Currency: VAULT)
Time: 2025-02-28 21:20:55 | BravePLN23 sold 358 ROTTEN_FLESH from spawner for 1074$ (Currency: VAULT)
Time: 2025-02-28 21:20:55 | BravePLN23 sold 1 POTATO from spawner for 1$ (Currency: VAULT)
Time: 2025-02-28 21:20:55 | BravePLN23 sold 2 CARROT from spawner for 2$ (Currency: VAULT)
Time: 2025-02-28 21:20:55 | BravePLN23 sold 6 IRON_INGOT from spawner for 36$ (Currency: VAULT)
Time: 2025-02-28 21:22:40 | daxkqueue sold 727 IRON_INGOT from spawner for 4362$ (Currency: VAULT)
Time: 2025-02-28 21:22:40 | daxkqueue sold 184 POPPY from spawner for 46$ (Currency: VAULT)
Time: 2025-02-28 21:26:29 | BravePLN23 sold 3 CARROT from spawner for 3$ (Currency: VAULT)
Time: 2025-02-28 21:26:29 | BravePLN23 sold 88 ROTTEN_FLESH from spawner for 264$ (Currency: VAULT)
Time: 2025-02-28 21:26:29 | BravePLN23 sold 1 POTATO from spawner for 1$ (Currency: VAULT)
Time: 2025-02-28 21:31:09 | daxkqueue sold 676 IRON_INGOT from spawner for 4056$ (Currency: VAULT)
Time: 2025-02-28 21:31:09 | daxkqueue sold 172 POPPY from spawner for 43$ (Currency: VAULT)
Time: 2025-02-28 21:31:40 | BravePLN23 sold 1 IRON_INGOT from spawner for 6$ (Currency: VAULT)
Time: 2025-02-28 21:31:40 | BravePLN23 sold 136 ROTTEN_FLESH from spawner for 408$ (Currency: VAULT)
Time: 2025-02-28 21:31:40 | BravePLN23 sold 2 POTATO from spawner for 2$ (Currency: VAULT)
Time: 2025-02-28 21:32:59 | daxkqueue sold 90 IRON_INGOT from spawner for 540$ (Currency: VAULT)
Time: 2025-02-28 21:32:59 | daxkqueue sold 18 POPPY from spawner for 4$ (Currency: VAULT)
Time: 2025-02-28 21:39:07 | daxkqueue sold 547 IRON_INGOT from spawner for 3282$ (Currency: VAULT)
Time: 2025-02-28 21:39:07 | daxkqueue sold 144 POPPY from spawner for 36$ (Currency: VAULT)
Time: 2025-02-28 21:39:38 | BravePLN23 sold 4 BONE from spawner for 6$ (Currency: VAULT)
Time: 2025-02-28 21:39:38 | BravePLN23 sold 9 ARROW from spawner for 6$ (Currency: VAULT)
Time: 2025-02-28 21:40:26 | BravePLN23 sold 352 ROTTEN_FLESH from spawner for 1056$ (Currency: VAULT)
Time: 2025-02-28 21:40:26 | BravePLN23 sold 4 POTATO from spawner for 5$ (Currency: VAULT)
Time: 2025-02-28 21:40:26 | BravePLN23 sold 1 CARROT from spawner for 1$ (Currency: VAULT)
Time: 2025-02-28 21:40:26 | BravePLN23 sold 4 IRON_INGOT from spawner for 24$ (Currency: VAULT)
Time: 2025-02-28 21:42:09 | daxkqueue sold 293 IRON_INGOT from spawner for 1758$ (Currency: VAULT)
Time: 2025-02-28 21:42:09 | daxkqueue sold 88 POPPY from spawner for 22$ (Currency: VAULT)
Time: 2025-02-28 21:48:57 | BravePLN23 sold 237 ROTTEN_FLESH from spawner for 711$ (Currency: VAULT)
Time: 2025-02-28 21:48:57 | BravePLN23 sold 1 POTATO from spawner for 1$ (Currency: VAULT)
Time: 2025-02-28 21:48:57 | BravePLN23 sold 3 CARROT from spawner for 3$ (Currency: VAULT)
Time: 2025-02-28 21:48:57 | BravePLN23 sold 2 IRON_INGOT from spawner for 12$ (Currency: VAULT)
Time: 2025-02-28 21:52:55 | BravePLN23 sold 2 CARROT from spawner for 2$ (Currency: VAULT)
Time: 2025-02-28 21:52:55 | BravePLN23 sold 1 IRON_INGOT from spawner for 6$ (Currency: VAULT)
Time: 2025-02-28 21:52:55 | BravePLN23 sold 103 ROTTEN_FLESH from spawner for 309$ (Currency: VAULT)
Time: 2025-02-28 21:53:34 | daxkqueue sold 922 IRON_INGOT from spawner for 5532$ (Currency: VAULT)
Time: 2025-02-28 21:53:34 | daxkqueue sold 250 POPPY from spawner for 62$ (Currency: VAULT)
Time: 2025-02-28 22:07:37 | daxkqueue sold 1557 IRON_INGOT from spawner for 9342$ (Currency: VAULT)
Time: 2025-02-28 22:07:37 | daxkqueue sold 396 POPPY from spawner for 99$ (Currency: VAULT)
Time: 2025-02-28 22:11:16 | BravePLN23 sold 553 ROTTEN_FLESH from spawner for 1659$ (Currency: VAULT)
Time: 2025-02-28 22:11:16 | BravePLN23 sold 1 POTATO from spawner for 1$ (Currency: VAULT)
Time: 2025-02-28 22:11:16 | BravePLN23 sold 3 CARROT from spawner for 3$ (Currency: VAULT)
Time: 2025-02-28 22:11:16 | BravePLN23 sold 6 IRON_INGOT from spawner for 36$ (Currency: VAULT)
Time: 2025-02-28 22:17:52 | BravePLN23 sold 190 ROTTEN_FLESH from spawner for 570$ (Currency: VAULT)
Time: 2025-02-28 22:17:52 | BravePLN23 sold 2 POTATO from spawner for 2$ (Currency: VAULT)
Time: 2025-02-28 22:17:52 | BravePLN23 sold 1 CARROT from spawner for 1$ (Currency: VAULT)
Time: 2025-02-28 22:17:52 | BravePLN23 sold 1 IRON_INGOT from spawner for 6$ (Currency: VAULT)
Time: 2025-02-28 22:18:14 | BravePLN23 sold 31 BONE from spawner for 46$ (Currency: VAULT)
Time: 2025-02-28 22:18:14 | BravePLN23 sold 25 ARROW from spawner for 18$ (Currency: VAULT)
Time: 2025-02-28 22:26:39 | BravePLN23 sold 1 CARROT from spawner for 1$ (Currency: VAULT)
Time: 2025-02-28 22:26:39 | BravePLN23 sold 312 ROTTEN_FLESH from spawner for 936$ (Currency: VAULT)
Time: 2025-02-28 22:26:39 | BravePLN23 sold 1 POTATO from spawner for 1$ (Currency: VAULT)
Time: 2025-02-28 22:30:14 | BravePLN23 sold 2 CARROT from spawner for 2$ (Currency: VAULT)
Time: 2025-02-28 22:30:14 | BravePLN23 sold 2 IRON_INGOT from spawner for 12$ (Currency: VAULT)
Time: 2025-02-28 22:30:14 | BravePLN23 sold 119 ROTTEN_FLESH from spawner for 357$ (Currency: VAULT)
Time: 2025-02-28 22:33:13 | BravePLN23 sold 70 ROTTEN_FLESH from spawner for 210$ (Currency: VAULT)
Time: 2025-02-28 22:33:57 | daxkqueue sold 2453 IRON_INGOT from spawner for 15K$ (Currency: VAULT)
Time: 2025-02-28 22:33:57 | daxkqueue sold 607 POPPY from spawner for 151$ (Currency: VAULT)
Time: 2025-02-28 22:46:11 | daxkqueue sold 719 IRON_INGOT from spawner for 4314$ (Currency: VAULT)
Time: 2025-02-28 22:46:11 | daxkqueue sold 171 POPPY from spawner for 42$ (Currency: VAULT)
Time: 2025-02-28 22:57:08 | daxkqueue sold 1470 IRON_INGOT from spawner for 8820$ (Currency: VAULT)
Time: 2025-02-28 22:57:08 | daxkqueue sold 346 POPPY from spawner for 86$ (Currency: VAULT)
Time: 2025-03-01 12:29:29 | daxkqueue sold 476 IRON_INGOT from spawner for 2856$ (Currency: VAULT)
Time: 2025-03-01 12:29:29 | daxkqueue sold 121 POPPY from spawner for 30$ (Currency: VAULT)
Time: 2025-03-01 12:34:24 | BravePLN23 sold 5 CARROT from spawner for 6$ (Currency: VAULT)
Time: 2025-03-01 12:34:24 | BravePLN23 sold 6 POTATO from spawner for 7$ (Currency: VAULT)
Time: 2025-03-01 12:34:24 | BravePLN23 sold 806 ROTTEN_FLESH from spawner for 2418$ (Currency: VAULT)
Time: 2025-03-01 12:46:50 | daxkqueue sold 1053 IRON_INGOT from spawner for 6318$ (Currency: VAULT)
Time: 2025-03-01 12:46:50 | daxkqueue sold 275 POPPY from spawner for 68$ (Currency: VAULT)
Time: 2025-03-01 12:49:03 | BravePLN23 sold 127 IRON_INGOT from spawner for 762$ (Currency: VAULT)
Time: 2025-03-01 12:49:03 | BravePLN23 sold 30 POPPY from spawner for 7$ (Currency: VAULT)
Time: 2025-03-01 12:50:36 | BravePLN23 sold 2 CARROT from spawner for 2$ (Currency: VAULT)
Time: 2025-03-01 12:50:36 | BravePLN23 sold 5 POTATO from spawner for 6$ (Currency: VAULT)
Time: 2025-03-01 12:50:36 | BravePLN23 sold 1 IRON_INGOT from spawner for 6$ (Currency: VAULT)
Time: 2025-03-01 12:50:36 | BravePLN23 sold 191 ROTTEN_FLESH from spawner for 573$ (Currency: VAULT)
Time: 2025-03-01 12:53:45 | daxkqueue sold 172 IRON_INGOT from spawner for 1032$ (Currency: VAULT)
Time: 2025-03-01 12:53:45 | daxkqueue sold 37 POPPY from spawner for 9$ (Currency: VAULT)
Time: 2025-03-01 12:54:46 | daxkqueue sold 150 IRON_INGOT from spawner for 900$ (Currency: VAULT)
Time: 2025-03-01 12:54:46 | daxkqueue sold 34 POPPY from spawner for 8$ (Currency: VAULT)
Time: 2025-03-01 12:56:07 | BravePLN23 sold 246 IRON_INGOT from spawner for 1476$ (Currency: VAULT)
Time: 2025-03-01 12:56:07 | BravePLN23 sold 61 POPPY from spawner for 15$ (Currency: VAULT)
Time: 2025-03-01 12:56:53 | daxkqueue sold 29 IRON_INGOT from spawner for 174$ (Currency: VAULT)
Time: 2025-03-01 12:56:53 | daxkqueue sold 7 POPPY from spawner for 1$ (Currency: VAULT)
Time: 2025-03-01 12:57:22 | daxkqueue sold 28 IRON_INGOT from spawner for 168$ (Currency: VAULT)
Time: 2025-03-01 12:57:22 | daxkqueue sold 4 POPPY from spawner for 1$ (Currency: VAULT)
Time: 2025-03-01 13:00:10 | daxkqueue sold 414 IRON_INGOT from spawner for 2484$ (Currency: VAULT)
Time: 2025-03-01 13:00:10 | daxkqueue sold 114 POPPY from spawner for 28$ (Currency: VAULT)
Time: 2025-03-01 13:01:10 | daxkqueue sold 137 IRON_INGOT from spawner for 822$ (Currency: VAULT)
Time: 2025-03-01 13:01:10 | daxkqueue sold 41 POPPY from spawner for 10$ (Currency: VAULT)
Time: 2025-03-01 13:01:41 | daxkqueue sold 52 IRON_INGOT from spawner for 312$ (Currency: VAULT)
Time: 2025-03-01 13:01:41 | daxkqueue sold 17 POPPY from spawner for 4$ (Currency: VAULT)
Time: 2025-03-01 13:02:05 | daxkqueue sold 71 IRON_INGOT from spawner for 426$ (Currency: VAULT)
Time: 2025-03-01 13:02:05 | daxkqueue sold 15 POPPY from spawner for 3$ (Currency: VAULT)
Time: 2025-03-01 13:04:19 | daxkqueue sold 71 IRON_INGOT from spawner for 426$ (Currency: VAULT)
Time: 2025-03-01 13:04:19 | daxkqueue sold 15 POPPY from spawner for 3$ (Currency: VAULT)
Time: 2025-03-01 13:22:47 | BravePLN23 sold 11 CARROT from spawner for 13$ (Currency: VAULT)
Time: 2025-03-01 13:22:47 | BravePLN23 sold 8 POTATO from spawner for 10$ (Currency: VAULT)
Time: 2025-03-01 13:22:47 | BravePLN23 sold 4 IRON_INGOT from spawner for 24$ (Currency: VAULT)
Time: 2025-03-01 13:22:47 | BravePLN23 sold 1115 ROTTEN_FLESH from spawner for 3345$ (Currency: VAULT)
Time: 2025-03-01 13:22:54 | daxkqueue sold 163 IRON_INGOT from spawner for 978$ (Currency: VAULT)
Time: 2025-03-01 13:22:54 | daxkqueue sold 48 POPPY from spawner for 12$ (Currency: VAULT)
Time: 2025-03-01 13:25:09 | daxkqueue sold 207 IRON_INGOT from spawner for 1242$ (Currency: VAULT)
Time: 2025-03-01 13:25:09 | daxkqueue sold 52 POPPY from spawner for 13$ (Currency: VAULT)
Time: 2025-03-01 13:26:05 | daxkqueue sold 189 IRON_INGOT from spawner for 1134$ (Currency: VAULT)
Time: 2025-03-01 13:26:05 | daxkqueue sold 40 POPPY from spawner for 10$ (Currency: VAULT)
Time: 2025-03-01 13:56:38 | daxkqueue sold 3 POTATO from spawner for 3$ (Currency: VAULT)
Time: 2025-03-01 13:56:38 | daxkqueue sold 3 IRON_INGOT from spawner for 18$ (Currency: VAULT)
Time: 2025-03-01 13:56:38 | daxkqueue sold 4 CARROT from spawner for 5$ (Currency: VAULT)
Time: 2025-03-01 13:56:38 | daxkqueue sold 338 ROTTEN_FLESH from spawner for 1014$ (Currency: VAULT)
Time: 2025-03-01 13:57:40 | daxkqueue sold 50 POPPY from spawner for 12$ (Currency: VAULT)
Time: 2025-03-01 13:57:40 | daxkqueue sold 193 IRON_INGOT from spawner for 1158$ (Currency: VAULT)
Time: 2025-03-01 13:59:45 | daxkqueue sold 893 POPPY from spawner for 223$ (Currency: VAULT)
Time: 2025-03-01 13:59:45 | daxkqueue sold 3492 IRON_INGOT from spawner for 21K$ (Currency: VAULT)
Time: 2025-03-01 14:00:19 | daxkqueue sold 630 POPPY from spawner for 157$ (Currency: VAULT)
Time: 2025-03-01 14:00:19 | daxkqueue sold 2561 IRON_INGOT from spawner for 15K$ (Currency: VAULT)
Time: 2025-03-01 14:00:29 | daxkqueue sold 415 POPPY from spawner for 103$ (Currency: VAULT)
Time: 2025-03-01 14:00:29 | daxkqueue sold 1556 IRON_INGOT from spawner for 9336$ (Currency: VAULT)
Time: 2025-03-01 14:00:59 | daxkqueue sold 579 POPPY from spawner for 144$ (Currency: VAULT)
Time: 2025-03-01 14:00:59 | daxkqueue sold 2434 IRON_INGOT from spawner for 15K$ (Currency: VAULT)
Time: 2025-03-01 14:01:59 | daxkqueue sold 1252 POPPY from spawner for 313$ (Currency: VAULT)
Time: 2025-03-01 14:01:59 | daxkqueue sold 4912 IRON_INGOT from spawner for 29K$ (Currency: VAULT)
Time: 2025-03-01 14:19:47 | daxkqueue sold 8695 POPPY from spawner for 2173$ (Currency: VAULT)
